Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
D,Erik Gudbranson (14310404),Erik Gudbranson,14310404,D/UTIL,3500,FLA@ANH 02/19/2020 10:00PM ET,ANH,5.56
RW,Drake Caggiula (14310076),Drake Caggiula,14310076,W/UTIL,3400,NYR@CHI 02/19/2020 08:00PM ET,CHI,5.26
RW,Vinnie Hinostroza (14310078),Vinnie Hinostroza,14310078,W/UTIL,3400,ARI@DAL 02/19/2020 08:30PM ET,ARI,5.36
D,Zdeno Chara (14310394),Zdeno Chara,14310394,D/UTIL,3400,BOS@EDM 02/19/2020 08:30PM ET,BOS,5.93
D,Matt Grzelcyk (14310406),Matt Grzelcyk,14310406,D/UTIL,3400,BOS@EDM 02/19/2020 08:30PM ET,BOS,5.51
C,Casey Cizikas (14309834),Casey Cizikas,14309834,C/UTIL,3400,NYI@COL 02/19/2020 10:00PM ET,NYI,5.73
D,Brad Hunt (14310410),Brad Hunt,14310410,D/UTIL,3400,MIN@VAN 02/19/2020 10:30PM ET,MIN,5.87
RW,Kaapo Kakko (14310082),Kaapo Kakko,14310082,W/UTIL,3300,NYR@CHI 02/19/2020 08:00PM ET,NYR,5.30
D,Olli Maatta (14310414),Olli Maatta,14310414,D/UTIL,3300,NYR@CHI 02/19/2020 08:00PM ET,CHI,6.55
D,Brent Seabrook (14310416),Brent Seabrook,14310416,D/UTIL,3300,NYR@CHI 02/19/2020 08:00PM ET,CHI,6.62
RW,Danton Heinen (14310080),Danton Heinen,14310080,W/UTIL,3300,BOS@EDM 02/19/2020 08:30PM ET,BOS,5.68
D,Ethan Bear (14310412),Ethan Bear,14310412,D/UTIL,3300,BOS@EDM 02/19/2020 08:30PM ET,EDM,6.12
C,Tyson Jost (14309836),Tyson Jost,14309836,C/UTIL,3300,NYI@COL 02/19/2020 10:00PM ET,COL,4.65
RW,Matt Calvert (14310086),Matt Calvert,14310086,W/UTIL,3200,NYI@COL 02/19/2020 10:00PM ET,COL,6.92
C,Sam Steel (14309838),Sam Steel,14309838,C/UTIL,3200,FLA@ANH 02/19/2020 10:00PM ET,ANH,4.67
D,Brendan Guhle (14310418),Brendan Guhle,14310418,D/UTIL,3200,FLA@ANH 02/19/2020 10:00PM ET,ANH,5.61
D,Anton Stralman (14310420),Anton Stralman,14310420,D/UTIL,3200,FLA@ANH 02/19/2020 10:00PM ET,FLA,6.26
D,Michael Del Zotto (14310422),Michael Del Zotto,14310422,D/UTIL,3200,FLA@ANH 02/19/2020 10:00PM ET,ANH,5.35
LW,Marcus Foligno (14310084),Marcus Foligno,14310084,W/UTIL,3200,MIN@VAN 02/19/2020 10:30PM ET,MIN,5.86
LW,Lawson Crouse (14310088),Lawson Crouse,14310088,W/UTIL,3100,ARI@DAL 02/19/2020 08:30PM ET,ARI,5.96
LW,Carl Soderberg (14310090),Carl Soderberg,14310090,W/UTIL,3100,ARI@DAL 02/19/2020 08:30PM ET,ARI,6.81
D,Roman Polak (14310428),Roman Polak,14310428,D/UTIL,3100,ARI@DAL 02/19/2020 08:30PM ET,DAL,6.20
D,Adam Larsson (14310424),Adam Larsson,14310424,D/UTIL,3100,BOS@EDM 02/19/2020 08:30PM ET,EDM,5.80
C,Pierre-Edouard Bellemare (14309840),Pierre-Edouard Bellemare,14309840,C/UTIL,3100,NYI@COL 02/19/2020 10:00PM ET,COL,5.11
D,Jordie Benn (14310426),Jordie Benn,14310426,D/UTIL,3100,MIN@VAN 02/19/2020 10:30PM ET,VAN,5.63
C,Kirby Dach (14309842),Kirby Dach,14309842,C/UTIL,3000,NYR@CHI 02/19/2020 08:00PM ET,CHI,5.24
D,Jordan Oesterle (14310432),Jordan Oesterle,14310432,D/UTIL,3000,ARI@DAL 02/19/2020 08:30PM ET,ARI,5.74
RW,Zack Kassian (14310094),Zack Kassian,14310094,W/UTIL,3000,BOS@EDM 02/19/2020 08:30PM ET,EDM,6.68
LW,Sam Gagner (14310096),Sam Gagner,14310096,W/UTIL,3000,BOS@EDM 02/19/2020 08:30PM ET,EDM,5.36
D,Scott Mayfield (14310430),Scott Mayfield,14310430,D/UTIL,3000,NYI@COL 02/19/2020 10:00PM ET,NYI,6.82
D,Nick Leddy (14310434),Nick Leddy,14310434,D/UTIL,3000,NYI@COL 02/19/2020 10:00PM ET,NYI,6.41
RW,Troy Terry (14310092),Troy Terry,14310092,W/UTIL,3000,FLA@ANH 02/19/2020 10:00PM ET,ANH,4.70
D,Adam Boqvist (14310438),Adam Boqvist,14310438,D/UTIL,2900,NYR@CHI 02/19/2020 08:00PM ET,CHI,5.12
C,Jason Dickinson (14309844),Jason Dickinson,14309844,C/UTIL,2900,ARI@DAL 02/19/2020 08:30PM ET,DAL,5.50
RW,Karson Kuhlman (14310098),Karson Kuhlman,14310098,W/UTIL,2900,BOS@EDM 02/19/2020 08:30PM ET,BOS,4.73
LW,Antoine Roussel (14310100),Antoine Roussel,14310100,W/UTIL,2900,MIN@VAN 02/19/2020 10:30PM ET,VAN,4.8
LW,Ryan Donato (14310102),Ryan Donato,14310102,W/UTIL,2900,MIN@VAN 02/19/2020 10:30PM ET,MIN,5.29
D,Greg Pateryn (14310436),Greg Pateryn,14310436,D/UTIL,2900,MIN@VAN 02/19/2020 10:30PM ET,MIN,5.47
D,Oscar Fantenberg (14310440),Oscar Fantenberg,14310440,D/UTIL,2900,MIN@VAN 02/19/2020 10:30PM ET,VAN,5.92
LW,Phillip Di Giuseppe (14310108),Phillip Di Giuseppe,14310108,W/UTIL,2800,NYR@CHI 02/19/2020 08:00PM ET,NYR,5.25
D,Marc Staal (14310444),Marc Staal,14310444,D/UTIL,2800,NYR@CHI 02/19/2020 08:00PM ET,NYR,5.17
RW,Alex Chiasson (14310104),Alex Chiasson,14310104,W/UTIL,2800,BOS@EDM 02/19/2020 08:30PM ET,EDM,5.17
LW,Anders Bjork (14310106),Anders Bjork,14310106,W/UTIL,2800,BOS@EDM 02/19/2020 08:30PM ET,BOS,4.66
D,Nikita Zadorov (14310446),Nikita Zadorov,14310446,D/UTIL,2800,NYI@COL 02/19/2020 10:00PM ET,COL,4.8
C,Mikko Koivu (14309846),Mikko Koivu,14309846,C/UTIL,2800,MIN@VAN 02/19/2020 10:30PM ET,MIN,4.92
D,Troy Stecher (14310442),Troy Stecher,14310442,D/UTIL,2800,MIN@VAN 02/19/2020 10:30PM ET,VAN,4.31
C,Riley Sheahan (14309848),Riley Sheahan,14309848,C/UTIL,2700,BOS@EDM 02/19/2020 08:30PM ET,EDM,4.02
D,Kris Russell (14310454),Kris Russell,14310454,D/UTIL,2700,BOS@EDM 02/19/2020 08:30PM ET,EDM,5.13
RW,Matt Nieto (14310114),Matt Nieto,14310114,W/UTIL,2700,NYI@COL 02/19/2020 10:00PM ET,COL,4.63
D,Mark Barberio (14310452),Mark Barberio,14310452,D/UTIL,2700,NYI@COL 02/19/2020 10:00PM ET,COL,4.57
LW,Max Jones (14310110),Max Jones,14310110,W/UTIL,2700,FLA@ANH 02/19/2020 10:00PM ET,ANH,4.72
LW,Colton Sceviour (14310116),Colton Sceviour,14310116,W/UTIL,2700,FLA@ANH 02/19/2020 10:00PM ET,FLA,5.73
D,Josh Manson (14310448),Josh Manson,14310448,D/UTIL,2700,FLA@ANH 02/19/2020 10:00PM ET,ANH,4.79
D,Korbinian Holzer (14310450),Korbinian Holzer,14310450,D/UTIL,2700,FLA@ANH 02/19/2020 10:00PM ET,ANH,4.83
LW,Alex Galchenyuk (14310112),Alex Galchenyuk,14310112,W/UTIL,2700,MIN@VAN 02/19/2020 10:30PM ET,MIN,4.54
LW,Brendan Lemieux (14310128),Brendan Lemieux,14310128,W/UTIL,2600,NYR@CHI 02/19/2020 08:00PM ET,NYR,5.80
RW,Blake Comeau (14310124),Blake Comeau,14310124,W/UTIL,2600,ARI@DAL 02/19/2020 08:30PM ET,DAL,5.4
D,Niklas Hjalmarsson (14310456),Niklas Hjalmarsson,14310456,D/UTIL,2600,ARI@DAL 02/19/2020 08:30PM ET,ARI,4.99
D,Jason Demers (14310462),Jason Demers,14310462,D/UTIL,2600,ARI@DAL 02/19/2020 08:30PM ET,ARI,5.16
C,Sean Kuraly (14309850),Sean Kuraly,14309850,C/UTIL,2600,BOS@EDM 02/19/2020 08:30PM ET,BOS,4.76
LW,Josh Archibald (14310122),Josh Archibald,14310122,W/UTIL,2600,BOS@EDM 02/19/2020 08:30PM ET,EDM,4.97
D,Jeremy Lauzon (14310458),Jeremy Lauzon,14310458,D/UTIL,2600,BOS@EDM 02/19/2020 08:30PM ET,BOS,4.12
D,John Moore (14310460),John Moore,14310460,D/UTIL,2600,BOS@EDM 02/19/2020 08:30PM ET,BOS,5.09
D,William Lagesson (14310464),William Lagesson,14310464,D/UTIL,2600,BOS@EDM 02/19/2020 08:30PM ET,EDM,4.67
LW,Devin Shore (14310118),Devin Shore,14310118,W/UTIL,2600,FLA@ANH 02/19/2020 10:00PM ET,ANH,3.88
RW,Mark Pysyk (14310120),Mark Pysyk,14310120,W/UTIL,2600,FLA@ANH 02/19/2020 10:00PM ET,FLA,5.09
RW,Jordan Greenway (14310126),Jordan Greenway,14310126,W/UTIL,2600,MIN@VAN 02/19/2020 10:30PM ET,MIN,5.29
C,Ryan Carpenter (14309852),Ryan Carpenter,14309852,C/UTIL,2500,NYR@CHI 02/19/2020 08:00PM ET,CHI,4.54
C,David Kampf (14309858),David Kampf,14309858,C/UTIL,2500,NYR@CHI 02/19/2020 08:00PM ET,CHI,4.28
C,Greg McKegg (14309870),Greg McKegg,14309870,C/UTIL,2500,NYR@CHI 02/19/2020 08:00PM ET,NYR,2.82
C,Jacob Nilsson (14309894),Jacob Nilsson,14309894,C/UTIL,2500,NYR@CHI 02/19/2020 08:00PM ET,CHI,0
C,Boo Nieves (14309946),Boo Nieves,14309946,C/UTIL,2500,NYR@CHI 02/19/2020 08:00PM ET,NYR,1.4
C,Lias Andersson (14309948),Lias Andersson,14309948,C/UTIL,2500,NYR@CHI 02/19/2020 08:00PM ET,NYR,2.05
RW,Alex Nylander (14310146),Alex Nylander,14310146,W/UTIL,2500,NYR@CHI 02/19/2020 08:00PM ET,CHI,4.87
LW,Matthew Highmore (14310148),Matthew Highmore,14310148,W/UTIL,2500,NYR@CHI 02/19/2020 08:00PM ET,CHI,2.68
RW,Brett Howden (14310170),Brett Howden,14310170,W/UTIL,2500,NYR@CHI 02/19/2020 08:00PM ET,NYR,4.68
RW,Zack Smith (14310178),Zack Smith,14310178,W/UTIL,2500,NYR@CHI 02/19/2020 08:00PM ET,CHI,3.22
LW,Micheal Haley (14310196),Micheal Haley,14310196,W/UTIL,2500,NYR@CHI 02/19/2020 08:00PM ET,NYR,1.49
RW,John Quenneville (14310208),John Quenneville,14310208,W/UTIL,2500,NYR@CHI 02/19/2020 08:00PM ET,CHI,2.77
LW,Dylan Sikura (14310210),Dylan Sikura,14310210,W/UTIL,2500,NYR@CHI 02/19/2020 08:00PM ET,CHI,4.01
LW,Anton Wedin (14310212),Anton Wedin,14310212,W/UTIL,2500,NYR@CHI 02/19/2020 08:00PM ET,CHI,1.08
LW,Brandon Hagel (14310214),Brandon Hagel,14310214,W/UTIL,2500,NYR@CHI 02/19/2020 08:00PM ET,CHI,0
LW,Alexandre Fortin (14310216),Alexandre Fortin,14310216,W/UTIL,2500,NYR@CHI 02/19/2020 08:00PM ET,CHI,0
LW,Tim Gettinger (14310292),Tim Gettinger,14310292,W/UTIL,2500,NYR@CHI 02/19/2020 08:00PM ET,NYR,5.4
RW,Steven Fogarty (14310294),Steven Fogarty,14310294,W/UTIL,2500,NYR@CHI 02/19/2020 08:00PM ET,NYR,1.15
LW,Matt Beleskey (14310296),Matt Beleskey,14310296,W/UTIL,2500,NYR@CHI 02/19/2020 08:00PM ET,NYR,0
RW,Vinni Lettieri (14310298),Vinni Lettieri,14310298,W/UTIL,2500,NYR@CHI 02/19/2020 08:00PM ET,NYR,0
RW,Vitali Kravtsov (14310300),Vitali Kravtsov,14310300,W/UTIL,2500,NYR@CHI 02/19/2020 08:00PM ET,NYR,0
D,Nick Seeler (14310466),Nick Seeler,14310466,D/UTIL,2500,NYR@CHI 02/19/2020 08:00PM ET,CHI,4.05
D,Brendan Smith (14310470),Brendan Smith,14310470,D/UTIL,2500,NYR@CHI 02/19/2020 08:00PM ET,NYR,2.61
D,Slater Koekkoek (14310472),Slater Koekkoek,14310472,D/UTIL,2500,NYR@CHI 02/19/2020 08:00PM ET,CHI,4.95
D,Ryan Lindgren (14310482),Ryan Lindgren,14310482,D/UTIL,2500,NYR@CHI 02/19/2020 08:00PM ET,NYR,4.13
D,Calvin de Haan (14310498),Calvin de Haan,14310498,D/UTIL,2500,NYR@CHI 02/19/2020 08:00PM ET,CHI,8.57
D,Dennis Gilbert (14310510),Dennis Gilbert,14310510,D/UTIL,2500,NYR@CHI 02/19/2020 08:00PM ET,CHI,4.57
D,Ian McCoshen (14310512),Ian McCoshen,14310512,D/UTIL,2500,NYR@CHI 02/19/2020 08:00PM ET,CHI,0
D,Nicolas Beaudin (14310514),Nicolas Beaudin,14310514,D/UTIL,2500,NYR@CHI 02/19/2020 08:00PM ET,CHI,0
D,Libor Hajek (14310570),Libor Hajek,14310570,D/UTIL,2500,NYR@CHI 02/19/2020 08:00PM ET,NYR,4.70
D,Tarmo Reunanen (14310572),Tarmo Reunanen,14310572,D/UTIL,2500,NYR@CHI 02/19/2020 08:00PM ET,NYR,0
D,Darren Raddysh (14310574),Darren Raddysh,14310574,D/UTIL,2500,NYR@CHI 02/19/2020 08:00PM ET,NYR,0
D,Yegor Rykov (14310576),Yegor Rykov,14310576,D/UTIL,2500,NYR@CHI 02/19/2020 08:00PM ET,NYR,0
D,Joey Keane (14310578),Joey Keane,14310578,D/UTIL,2500,NYR@CHI 02/19/2020 08:00PM ET,NYR,0
C,Brad Richardson (14309862),Brad Richardson,14309862,C/UTIL,2500,ARI@DAL 02/19/2020 08:30PM ET,ARI,4.00
C,Barrett Hayton (14309876),Barrett Hayton,14309876,C/UTIL,2500,ARI@DAL 02/19/2020 08:30PM ET,ARI,4.01
C,Martin Hanzal (14309882),Martin Hanzal,14309882,C/UTIL,2500,ARI@DAL 02/19/2020 08:30PM ET,DAL,0
C,Justin Dowling (14309890),Justin Dowling,14309890,C/UTIL,2500,ARI@DAL 02/19/2020 08:30PM ET,DAL,3.69
C,Michael Chaput (14309908),Michael Chaput,14309908,C/UTIL,2500,ARI@DAL 02/19/2020 08:30PM ET,ARI,2.8
C,Andy Miele (14309910),Andy Miele,14309910,C/UTIL,2500,ARI@DAL 02/19/2020 08:30PM ET,ARI,0
C,Blake Speers (14309912),Blake Speers,14309912,C/UTIL,2500,ARI@DAL 02/19/2020 08:30PM ET,ARI,0
C,Rhett Gardner (14309950),Rhett Gardner,14309950,C/UTIL,2500,ARI@DAL 02/19/2020 08:30PM ET,DAL,1.82
C,Joel L'Esperance (14309952),Joel L'Esperance,14309952,C/UTIL,2500,ARI@DAL 02/19/2020 08:30PM ET,DAL,4.27
C,Ty Dellandrea (14309954),Ty Dellandrea,14309954,C/UTIL,2500,ARI@DAL 02/19/2020 08:30PM ET,DAL,0
C,Tanner Kero (14309956),Tanner Kero,14309956,C/UTIL,2500,ARI@DAL 02/19/2020 08:30PM ET,DAL,0
C,Oula Palve (14309958),Oula Palve,14309958,C/UTIL,2500,ARI@DAL 02/19/2020 08:30PM ET,DAL,0
LW,Andrew Cogliano (14310140),Andrew Cogliano,14310140,W/UTIL,2500,ARI@DAL 02/19/2020 08:30PM ET,DAL,3.30
RW,Christian Fischer (14310156),Christian Fischer,14310156,W/UTIL,2500,ARI@DAL 02/19/2020 08:30PM ET,ARI,4.06
LW,Mattias Janmark (14310172),Mattias Janmark,14310172,W/UTIL,2500,ARI@DAL 02/19/2020 08:30PM ET,DAL,5.25
RW,Joel Kiviranta (14310174),Joel Kiviranta,14310174,W/UTIL,2500,ARI@DAL 02/19/2020 08:30PM ET,DAL,2.9
LW,Michael Grabner (14310186),Michael Grabner,14310186,W/UTIL,2500,ARI@DAL 02/19/2020 08:30PM ET,ARI,4.27
RW,Hudson Fasching (14310234),Hudson Fasching,14310234,W/UTIL,2500,ARI@DAL 02/19/2020 08:30PM ET,ARI,0
LW,Michael Bunting (14310236),Michael Bunting,14310236,W/UTIL,2500,ARI@DAL 02/19/2020 08:30PM ET,ARI,0
LW,Tyler Steenbergen (14310238),Tyler Steenbergen,14310238,W/UTIL,2500,ARI@DAL 02/19/2020 08:30PM ET,ARI,0
LW,Giovanni Fiore (14310240),Giovanni Fiore,14310240,W/UTIL,2500,ARI@DAL 02/19/2020 08:30PM ET,ARI,0
RW,Beau Bennett (14310242),Beau Bennett,14310242,W/UTIL,2500,ARI@DAL 02/19/2020 08:30PM ET,ARI,0
RW,Jan Jenik (14310244),Jan Jenik,14310244,W/UTIL,2500,ARI@DAL 02/19/2020 08:30PM ET,ARI,0
LW,Brayden Burke (14310246),Brayden Burke,14310246,W/UTIL,2500,ARI@DAL 02/19/2020 08:30PM ET,ARI,0
LW,Jason Robertson (14310302),Jason Robertson,14310302,W/UTIL,2500,ARI@DAL 02/19/2020 08:30PM ET,DAL,3.67
RW,Nick Caamano (14310304),Nick Caamano,14310304,W/UTIL,2500,ARI@DAL 02/19/2020 08:30PM ET,DAL,3.08
LW,Michael Mersch (14310306),Michael Mersch,14310306,W/UTIL,2500,ARI@DAL 02/19/2020 08:30PM ET,DAL,0
D,Ilya Lyubushkin (14310474),Ilya Lyubushkin,14310474,D/UTIL,2500,ARI@DAL 02/19/2020 08:30PM ET,ARI,3.03
D,Jamie Oleksiak (14310484),Jamie Oleksiak,14310484,D/UTIL,2500,ARI@DAL 02/19/2020 08:30PM ET,DAL,3.83
D,Taylor Fedun (14310494),Taylor Fedun,14310494,D/UTIL,2500,ARI@DAL 02/19/2020 08:30PM ET,DAL,5.17
D,Andrej Sekera (14310496),Andrej Sekera,14310496,D/UTIL,2500,ARI@DAL 02/19/2020 08:30PM ET,DAL,4.98
D,Aaron Ness (14310532),Aaron Ness,14310532,D/UTIL,2500,ARI@DAL 02/19/2020 08:30PM ET,ARI,2.22
D,Jordan Gross (14310534),Jordan Gross,14310534,D/UTIL,2500,ARI@DAL 02/19/2020 08:30PM ET,ARI,5.4
D,Kyle Capobianco (14310536),Kyle Capobianco,14310536,D/UTIL,2500,ARI@DAL 02/19/2020 08:30PM ET,ARI,4.39
D,Victor Soderstrom (14310538),Victor Soderstrom,14310538,D/UTIL,2500,ARI@DAL 02/19/2020 08:30PM ET,ARI,0
D,Robbie Russo (14310540),Robbie Russo,14310540,D/UTIL,2500,ARI@DAL 02/19/2020 08:30PM ET,ARI,0
D,Joel Hanley (14310580),Joel Hanley,14310580,D/UTIL,2500,ARI@DAL 02/19/2020 08:30PM ET,DAL,3.68
D,Julius Honka (14310582),Julius Honka,14310582,D/UTIL,2500,ARI@DAL 02/19/2020 08:30PM ET,DAL,0
D,Thomas Harley (14310584),Thomas Harley,14310584,D/UTIL,2500,ARI@DAL 02/19/2020 08:30PM ET,DAL,0
D,Dillon Heatherington (14310586),Dillon Heatherington,14310586,D/UTIL,2500,ARI@DAL 02/19/2020 08:30PM ET,DAL,0
D,Gavin Bayreuther (14310588),Gavin Bayreuther,14310588,D/UTIL,2500,ARI@DAL 02/19/2020 08:30PM ET,DAL,0
D,Ben Gleason (14310590),Ben Gleason,14310590,D/UTIL,2500,ARI@DAL 02/19/2020 08:30PM ET,DAL,0
C,Gaetan Haas (14309854),Gaetan Haas,14309854,C/UTIL,2500,BOS@EDM 02/19/2020 08:30PM ET,EDM,3.44
C,Colby Cave (14309866),Colby Cave,14309866,C/UTIL,2500,BOS@EDM 02/19/2020 08:30PM ET,EDM,2.07
C,Par Lindholm (14309872),Par Lindholm,14309872,C/UTIL,2500,BOS@EDM 02/19/2020 08:30PM ET,BOS,3.22
C,Trent Frederic (14309896),Trent Frederic,14309896,C/UTIL,2500,BOS@EDM 02/19/2020 08:30PM ET,BOS,0.75
C,Jack Studnicka (14309898),Jack Studnicka,14309898,C/UTIL,2500,BOS@EDM 02/19/2020 08:30PM ET,BOS,4.75
C,Cameron Hughes (14309900),Cameron Hughes,14309900,C/UTIL,2500,BOS@EDM 02/19/2020 08:30PM ET,BOS,2.6
C,Jakub Lauko (14309902),Jakub Lauko,14309902,C/UTIL,2500,BOS@EDM 02/19/2020 08:30PM ET,BOS,0
C,Oskar Steen (14309904),Oskar Steen,14309904,C/UTIL,2500,BOS@EDM 02/19/2020 08:30PM ET,BOS,0
C,Cooper Marody (14309934),Cooper Marody,14309934,C/UTIL,2500,BOS@EDM 02/19/2020 08:30PM ET,EDM,0
C,Bogdan Yakimov (14309936),Bogdan Yakimov,14309936,C/UTIL,2500,BOS@EDM 02/19/2020 08:30PM ET,EDM,0
C,Kyle Brodziak (14309938),Kyle Brodziak,14309938,C/UTIL,2500,BOS@EDM 02/19/2020 08:30PM ET,EDM,0
LW,Jujhar Khaira (14310136),Jujhar Khaira,14310136,W/UTIL,2500,BOS@EDM 02/19/2020 08:30PM ET,EDM,3.58
RW,Patrick Russell (14310138),Patrick Russell,14310138,W/UTIL,2500,BOS@EDM 02/19/2020 08:30PM ET,EDM,3.51
LW,Joakim Nordstrom (14310150),Joakim Nordstrom,14310150,W/UTIL,2500,BOS@EDM 02/19/2020 08:30PM ET,BOS,3.64
RW,Chris Wagner (14310152),Chris Wagner,14310152,W/UTIL,2500,BOS@EDM 02/19/2020 08:30PM ET,BOS,3.38
RW,Tyler Benson (14310166),Tyler Benson,14310166,W/UTIL,2500,BOS@EDM 02/19/2020 08:30PM ET,EDM,3.08
LW,Markus Granlund (14310168),Markus Granlund,14310168,W/UTIL,2500,BOS@EDM 02/19/2020 08:30PM ET,EDM,2.86
LW,Anton Blidh (14310180),Anton Blidh,14310180,W/UTIL,2500,BOS@EDM 02/19/2020 08:30PM ET,BOS,2.54
LW,Joakim Nygard (14310198),Joakim Nygard,14310198,W/UTIL,2500,BOS@EDM 02/19/2020 08:30PM ET,EDM,3.77
RW,David Backes (14310218),David Backes,14310218,W/UTIL,2500,BOS@EDM 02/19/2020 08:30PM ET,BOS,3.92
RW,Brett Ritchie (14310220),Brett Ritchie,14310220,W/UTIL,2500,BOS@EDM 02/19/2020 08:30PM ET,BOS,3.40
LW,Peter Cehlarik (14310222),Peter Cehlarik,14310222,W/UTIL,2500,BOS@EDM 02/19/2020 08:30PM ET,BOS,2.53
RW,Zach Senyshyn (14310224),Zach Senyshyn,14310224,W/UTIL,2500,BOS@EDM 02/19/2020 08:30PM ET,BOS,3.2
RW,Paul Carey (14310226),Paul Carey,14310226,W/UTIL,2500,BOS@EDM 02/19/2020 08:30PM ET,BOS,1.3
LW,Brendan Gaunce (14310228),Brendan Gaunce,14310228,W/UTIL,2500,BOS@EDM 02/19/2020 08:30PM ET,BOS,5
LW,Tomas Jurco (14310272),Tomas Jurco,14310272,W/UTIL,2500,BOS@EDM 02/19/2020 08:30PM ET,EDM,2.03
LW,Brad Malone (14310274),Brad Malone,14310274,W/UTIL,2500,BOS@EDM 02/19/2020 08:30PM ET,EDM,0
LW,Joseph Gambardella (14310276),Joseph Gambardella,14310276,W/UTIL,2500,BOS@EDM 02/19/2020 08:30PM ET,EDM,0
RW,Josh Currie (14310278),Josh Currie,14310278,W/UTIL,2500,BOS@EDM 02/19/2020 08:30PM ET,EDM,0
LW,Nolan Vesey (14310280),Nolan Vesey,14310280,W/UTIL,2500,BOS@EDM 02/19/2020 08:30PM ET,EDM,0
D,Caleb Jones (14310478),Caleb Jones,14310478,D/UTIL,2500,BOS@EDM 02/19/2020 08:30PM ET,EDM,4.41
D,Matt Benning (14310480),Matt Benning,14310480,D/UTIL,2500,BOS@EDM 02/19/2020 08:30PM ET,EDM,3.70
D,Connor Clifton (14310488),Connor Clifton,14310488,D/UTIL,2500,BOS@EDM 02/19/2020 08:30PM ET,BOS,3.25
D,Kevan Miller (14310500),Kevan Miller,14310500,D/UTIL,2500,BOS@EDM 02/19/2020 08:30PM ET,BOS,0
D,Urho Vaakanainen (14310516),Urho Vaakanainen,14310516,D/UTIL,2500,BOS@EDM 02/19/2020 08:30PM ET,BOS,1.38
D,Steven Kampfer (14310518),Steven Kampfer,14310518,D/UTIL,2500,BOS@EDM 02/19/2020 08:30PM ET,BOS,3.99
D,Jakub Zboril (14310520),Jakub Zboril,14310520,D/UTIL,2500,BOS@EDM 02/19/2020 08:30PM ET,BOS,0
D,Joel Persson (14310556),Joel Persson,14310556,D/UTIL,2500,BOS@EDM 02/19/2020 08:30PM ET,EDM,3.96
D,Brandon Manning (14310558),Brandon Manning,14310558,D/UTIL,2500,BOS@EDM 02/19/2020 08:30PM ET,EDM,3.14
D,Philip Broberg (14310560),Philip Broberg,14310560,D/UTIL,2500,BOS@EDM 02/19/2020 08:30PM ET,EDM,0
D,Keegan Lowe (14310562),Keegan Lowe,14310562,D/UTIL,2500,BOS@EDM 02/19/2020 08:30PM ET,EDM,0
D,Evan Bouchard (14310564),Evan Bouchard,14310564,D/UTIL,2500,BOS@EDM 02/19/2020 08:30PM ET,EDM,0
C,Leo Komarov (14309864),Leo Komarov,14309864,C/UTIL,2500,NYI@COL 02/19/2020 10:00PM ET,NYI,4.40
C,Colin Wilson (14309886),Colin Wilson,14309886,C/UTIL,2500,NYI@COL 02/19/2020 10:00PM ET,COL,4.84
C,Sheldon Dries (14309892),Sheldon Dries,14309892,C/UTIL,2500,NYI@COL 02/19/2020 10:00PM ET,COL,2.6
C,Otto Koivula (14309926),Otto Koivula,14309926,C/UTIL,2500,NYI@COL 02/19/2020 10:00PM ET,NYI,0.99
C,Cole Bardreau (14309928),Cole Bardreau,14309928,C/UTIL,2500,NYI@COL 02/19/2020 10:00PM ET,NYI,2.98
C,Tanner Fritz (14309930),Tanner Fritz,14309930,C/UTIL,2500,NYI@COL 02/19/2020 10:00PM ET,NYI,0
C,Mason Jobst (14309932),Mason Jobst,14309932,C/UTIL,2500,NYI@COL 02/19/2020 10:00PM ET,NYI,0
RW,Martin Kaut (14310130),Martin Kaut,14310130,W/UTIL,2500,NYI@COL 02/19/2020 10:00PM ET,COL,0
RW,Michael Dal Colle (14310134),Michael Dal Colle,14310134,W/UTIL,2500,NYI@COL 02/19/2020 10:00PM ET,NYI,3.52
RW,Vladislav Kamenev (14310142),Vladislav Kamenev,14310142,W/UTIL,2500,NYI@COL 02/19/2020 10:00PM ET,COL,3.44
LW,T.J. Tynan (14310144),T.J. Tynan,14310144,W/UTIL,2500,NYI@COL 02/19/2020 10:00PM ET,COL,1.29
LW,Matt Martin (14310162),Matt Martin,14310162,W/UTIL,2500,NYI@COL 02/19/2020 10:00PM ET,NYI,3.31
RW,Ross Johnston (14310164),Ross Johnston,14310164,W/UTIL,2500,NYI@COL 02/19/2020 10:00PM ET,NYI,2.26
RW,Tom Kuhnhackl (14310188),Tom Kuhnhackl,14310188,W/UTIL,2500,NYI@COL 02/19/2020 10:00PM ET,NYI,4.31
RW,Cal Clutterbuck (14310194),Cal Clutterbuck,14310194,W/UTIL,2500,NYI@COL 02/19/2020 10:00PM ET,NYI,4.64
RW,Jayson Megna (14310200),Jayson Megna,14310200,W/UTIL,2500,NYI@COL 02/19/2020 10:00PM ET,COL,1.56
RW,Logan O'Connor (14310202),Logan O'Connor,14310202,W/UTIL,2500,NYI@COL 02/19/2020 10:00PM ET,COL,3.67
LW,A.J. Greer (14310204),A.J. Greer,14310204,W/UTIL,2500,NYI@COL 02/19/2020 10:00PM ET,COL,0
RW,Nick Henry (14310206),Nick Henry,14310206,W/UTIL,2500,NYI@COL 02/19/2020 10:00PM ET,COL,0
